ISBN_THIRTEEN_NO,RANK_CO,KDC_NM,LON_CO,AGE_FLAG_NM,SEXDSTN_FLAG_NM,Yes24_Price,Yes24_Score,Yes24_Review,KDC_Category,BOOK_INTRCN_CN_EMBEDED,BOOK_TITLE_NM_EMBEDED
9.78896E+12,849,327.856,140,6,0,-1,9.27,69,2,"[-6.48469925e-02  5.62208220e-02  1.19394280e-01  4.12977897e-02
  1.30889635e-03 -7.87899122e-02 -8.61635804e-02 -1.52572133e-02
  7.23161316e-03 -8.52451473e-02 -1.90135259e-02 -5.57489432e-02
 -4.41144407e-02  8.37221816e-02  5.49911857e-02 -4.19100821e-02
 -2.78277621e-02  8.35860297e-02 -2.29285546e-02 -7.66923726e-02
  1.49279125e-02 -2.22373828e-02 -2.56548896e-02  1.43937580e-02
  2.05198899e-02 -3.36175822e-02 -3.57213505e-02  1.29853319e-02
 -4.13500108e-02  1.72127672e-02 -9.52799767e-02  4.19282634e-03
  2.18006931e-02 -8.51857439e-02  4.58418801e-02 -3.73417810e-02
  4.16613705e-02  1.85477119e-02 -1.65090207e-02 -1.07075740e-02
  2.75884829e-02  2.37126518e-02  5.67292683e-02 -4.87253033e-02
  1.20865420e-01 -7.70120993e-02 -2.25223321e-02 -1.87633873e-03
 -1.64992884e-02 -1.12580135e-02  4.18122113e-02  1.04577638e-01
 -1.10703923e-01 -6.57307357e-02  4.76032011e-02 -7.61916414e-02
  6.43954724e-02 -7.68138841e-02 -1.67984255e-02  5.95001876e-02
 -8.31160471e-02 -1.64303947e-02  6.53513074e-02  6.27404377e-02
 -5.12090325e-02 -2.86464654e-02  3.88192162e-02  1.04540750e-01
 -7.21040964e-02  7.94617459e-02  1.24332234e-02 -8.93881395e-02
  3.21216360e-02  1.21773183e-01 -3.21053788e-02  7.61899054e-02
 -4.88629751e-02 -6.84449822e-02 -8.44293758e-02 -3.62587310e-02
 -5.91797456e-02 -8.20714310e-02 -4.07721028e-02  6.07153550e-02
  7.28992186e-03  9.40279514e-02  7.63698518e-02  6.32866099e-02
  2.67306976e-02  1.05084460e-02  2.07167957e-02  2.12895982e-02
 -7.26920515e-02  1.00534111e-01  6.19197749e-02 -3.54989581e-02
  3.52871502e-05 -4.43439148e-02 -8.00620839e-02  1.06697425e-01
 -7.92810917e-02  9.65363160e-02  2.43686792e-02 -9.21534896e-02
 -9.49604735e-02 -1.28598332e-01  1.04893995e-02 -4.26017679e-03
 -5.04470207e-02  5.10721542e-02  1.54721243e-02  1.62755009e-02
 -8.13282579e-02 -4.82703038e-02  1.32587068e-02 -1.07382722e-02
  5.25763296e-02 -2.74243094e-02 -4.46365075e-03  7.72614032e-02
 -2.79787406e-02  6.51502088e-02  7.42826005e-03 -7.61467265e-03
  2.45695887e-03  5.57737760e-02  8.00876971e-03  2.60798782e-02
  4.25757505e-02  3.61473449e-02  2.99909636e-02  4.22260119e-03
 -5.45764081e-02  9.90683809e-02  3.59630883e-02  3.32861617e-02
 -6.71615377e-02 -1.22681884e-02  1.41704381e-02 -1.20404184e-01
  1.09645113e-01 -7.05835968e-02 -6.14662841e-02  9.90256947e-03
 -3.62335145e-02 -1.12548925e-01  7.70089449e-03  1.82270139e-01
 -5.05800396e-02 -1.06741428e-01  7.13295862e-02 -9.20242295e-02
  1.88251846e-02  9.06640589e-02 -1.73042610e-01  3.36216539e-02
 -1.29305050e-02 -3.54240164e-02 -3.45989764e-02  4.26486880e-02
  1.29423141e-02  7.43697807e-02 -5.51036634e-02 -7.17545599e-02
  1.17383823e-01 -7.54775256e-02  4.95892949e-02 -1.00685008e-01
 -4.41728681e-02 -6.45005517e-03  6.53631091e-02 -1.02408916e-01
 -3.80052961e-02 -5.90460468e-03  6.78147376e-02  4.21020761e-02
 -5.21870330e-02  2.85756513e-02  4.65860777e-02  6.19904026e-02
 -1.88511610e-02  6.77377135e-02 -4.86859046e-02 -4.76008728e-02
 -9.05380696e-02 -2.38258578e-02 -3.98046710e-02  1.47963405e-01
  6.51541278e-02  6.34443164e-02  9.51221362e-02 -3.16057391e-02
 -9.85789746e-02 -3.38959619e-02  3.12795420e-03  7.34199435e-02
  6.54789507e-02 -5.50868511e-02  2.19198456e-03  2.69795880e-02]","[ 0.15565178 -0.0734394   0.0099606   0.02709001  0.1889012  -0.13678572
 -0.11437128  0.45896497 -0.14288716  0.189989   -0.1679587  -0.21778293
  0.01428339  0.1791954   0.04367811 -0.03006539 -0.12178467 -0.12155558
  0.07728542 -0.40158135  0.14407527 -0.15340306 -0.02662827 -0.05279762
 -0.0233878  -0.20320639  0.06783866 -0.23361024 -0.3350758  -0.03114673
  0.10104744 -0.03040178  0.1277821  -0.06795433  0.06600286  0.10176537
  0.3656177  -0.09507851 -0.08162467 -0.19831571 -0.12205306 -0.1166921
  0.01405253  0.293493    0.37175423 -0.04466205 -0.05551189 -0.04493576
  0.14359221  0.16488038  0.05054539  0.06685881 -0.15906215 -0.14022684
 -0.11324985 -0.04412622  0.04793259 -0.12815242 -0.16610077  0.03015661
 -0.01900881  0.16035399 -0.06829258  0.1085945  -0.26438698  0.25485158
  0.02365497  0.43544167 -0.35254103  0.22489826 -0.00287745 -0.02954904
  0.3059292  -0.02573655  0.06760835  0.04858119  0.20688339 -0.2415634
 -0.36246598 -0.00976917 -0.00254831 -0.04942126 -0.16363224  0.13851146
 -0.16470836 -0.09122769 -0.01312064  0.33488435  0.06342201 -0.08701243
 -0.04433373  0.16723141  0.12773934  0.21332271  0.3741816   0.2402153
  0.1701721  -0.15068875  0.17182808  0.1413978  -0.2845349   0.34101632
  0.20011857 -0.1453056  -0.29173374 -0.26426336  0.05666745  0.16243626
  0.04881648 -0.22074553 -0.01303104 -0.3378346  -0.12540045  0.00498127
  0.16895139 -0.02955737  0.024381   -0.40512308  0.10966398 -0.20786731
 -0.05247337  0.28593114  0.19545904 -0.13183632 -0.04653318  0.26968253
 -0.06663476 -0.12930158 -0.00476217 -0.03032302  0.08664161 -0.04860511
 -0.08651376 -0.1557871  -0.09613751  0.12761745 -0.13693263 -0.22668597
 -0.06489786 -0.31646532  0.2462177  -0.16212559 -0.20302102 -0.09633633
 -0.13665955 -0.08044753 -0.18119588  0.3023009  -0.03016622 -0.04894333
 -0.02785983 -0.27073368  0.03654959  0.04868408 -0.13274369  0.24880281
  0.09121881  0.14131501 -0.11303623  0.08304673  0.05685533  0.09525152
 -0.0989268  -0.05736504  0.07588854 -0.02593414  0.1147583  -0.21265277
 -0.00500036  0.18560873 -0.19821794  0.06265478  0.04935905 -0.13573296
  0.22751243  0.15153246 -0.2218934   0.09273364  0.05174131  0.06396665
 -0.08282215  0.02909651  0.12852493  0.06438912  0.11639432  0.131996
 -0.18207477  0.12585501  0.38157952  0.14081565  0.16246627 -0.08161641
  0.00119859 -0.27510554 -0.01497154  0.1398898   0.11828052 -0.13127059
 -0.11302555 -0.05149902]"
9.78896E+12,608,593.5,26,4,0,22500,9.64,65,0,"[ 4.69394028e-02 -9.50393006e-02  4.61710058e-03  4.65097129e-02
  7.34620392e-02  5.59464209e-02  4.96275304e-03  1.53144643e-01
 -1.07996576e-01  2.15653572e-02 -1.34912254e-02 -1.26183674e-01
 -8.69286731e-02  2.98586711e-02  8.64384621e-02 -1.60804521e-02
  1.27901202e-02  8.42971653e-02  4.20979336e-02 -2.22518548e-01
  1.10953920e-01 -7.50905350e-02 -2.32096575e-02  1.32535279e-01
  2.86191818e-03 -3.07475366e-02  3.00047658e-02 -8.22480470e-02
 -2.08677128e-01  1.22070372e-01  9.39595625e-02  1.30149862e-02
  4.24430333e-02  1.72107909e-02 -4.82896790e-02  3.68542038e-02
  7.03175068e-02  2.20588725e-02  2.18496621e-02 -1.10496588e-01
 -1.10676810e-01 -2.12517343e-02  4.56125773e-02  8.79710242e-02
  1.63380042e-01 -5.81955463e-02 -2.45941598e-02 -7.40392730e-02
  7.54424334e-02  1.34543672e-01  2.08833870e-02  2.52929162e-02
 -1.20251805e-01 -1.35041595e-01  7.92041421e-02 -7.69760162e-02
  8.16480443e-02 -8.81959349e-02 -5.63191101e-02 -4.61208485e-02
 -5.74667268e-02 -4.97656548e-03 -3.79753709e-02 -7.52565041e-02
 -1.86166778e-01  1.02222614e-01  2.82640569e-02  1.13083914e-01
 -1.58806622e-01  1.07339606e-01  4.40365868e-03  1.01520069e-01
  1.59502998e-01  6.93553165e-02 -7.91233312e-03  1.16919782e-02
  1.72757298e-01 -1.30085319e-01 -1.54456809e-01 -6.29985183e-02
 -3.98980826e-02 -6.53493330e-02 -3.82821523e-02  1.64205059e-01
 -1.36528060e-01 -4.36921902e-02 -3.75875877e-03  1.81742795e-02
  4.55803089e-02 -1.31437015e-02  2.19313122e-04  2.09935158e-01
  8.91847238e-02  9.81821790e-02  6.73040450e-02  1.62978426e-01
  6.82812184e-02 -6.63698390e-02  7.03765750e-02  1.90816924e-01
 -1.19678341e-01  2.11320102e-01  5.06505817e-02 -1.31172940e-01
 -1.50998175e-01 -1.68997332e-01  2.73938221e-03  1.23139501e-01
 -2.72385757e-02 -2.49025777e-01 -2.19436754e-02 -1.26008481e-01
 -6.00935565e-03  5.66122532e-02  1.28540501e-01 -1.57488316e-01
  8.03951398e-02 -2.86746174e-01  8.40956941e-02 -1.66489005e-01
 -7.91721418e-02  1.17722884e-01  9.50196832e-02 -1.21831208e-01
  3.79816703e-02  4.66663949e-02 -1.72712848e-01 -7.77078569e-02
 -7.95298629e-03  4.16442230e-02  9.40256864e-02 -3.51146497e-02
 -1.16481982e-01 -1.50056109e-01 -1.78078994e-01  5.02706394e-02
 -6.23248890e-02 -1.19687378e-01 -6.67646155e-02 -1.90029830e-01
  1.15874946e-01 -1.47525057e-01 -6.91779852e-02 -5.49835972e-02
 -4.41833474e-02 -6.63116276e-02 -7.17719197e-02  4.21103127e-02
 -1.17708175e-02 -1.11249359e-02  6.21820502e-02 -1.22024097e-01
 -7.93623738e-03  9.64772776e-02 -1.36489898e-01  1.37639403e-01
  9.13218036e-02  3.82121429e-02 -8.46462250e-02 -5.85570326e-03
  1.62115693e-01  7.42534846e-02 -3.16570699e-02 -2.31830478e-02
  5.85327633e-02 -1.05913039e-02  1.04990751e-01 -1.70908868e-01
 -3.20786089e-02 -2.26925816e-02 -7.35339299e-02  1.19971938e-01
  2.45321952e-02 -6.61630034e-02  8.03422704e-02 -1.11275278e-02
 -8.11133757e-02  4.75026295e-02  1.21031880e-01 -5.28423581e-04
  8.84782746e-02 -1.25548225e-02 -8.15666094e-02  2.32292898e-02
  8.35848078e-02 -2.98276879e-02 -1.01855941e-01  7.04782531e-02
  1.10373676e-01  7.76157379e-02  1.51264131e-01 -5.56620806e-02
  2.85664834e-02 -1.45279497e-01  6.69613853e-02  4.77949120e-02
  5.52068045e-03 -1.60101175e-01 -4.76739705e-02 -8.23513046e-02]","[-4.95723002e-02 -1.50724128e-01 -5.16865999e-02  2.26683199e-01
  2.79504620e-02  1.58728510e-02  1.07328370e-01  3.05561483e-01
 -2.73706108e-01  1.87876031e-01 -2.60017604e-01 -1.85887769e-01
 -8.08882639e-02  2.25760683e-01 -7.60288909e-02 -2.34155282e-01
 -3.23562114e-03  1.35456204e-01  3.56338099e-02 -3.81593823e-01
  2.71114141e-01 -2.59775341e-01 -1.95284747e-02 -2.25318238e-01
  1.43231437e-01 -3.06947440e-01  1.97494596e-01 -3.93188149e-01
 -2.77285248e-01  9.69020501e-02 -3.28516355e-03  2.12398335e-01
  1.10077567e-01  1.37654468e-01  4.28278685e-01  1.49273604e-01
  1.38493985e-01 -1.02266327e-01 -4.50312048e-02 -1.28033981e-01
  2.79117934e-02  1.40971348e-01 -5.85082695e-02  1.09187365e-01
  2.25340620e-01 -1.17619537e-01  4.95419139e-04 -8.76539946e-02
  1.09794997e-01 -2.54270695e-02  3.18378627e-01  5.13926148e-02
 -1.15121812e-01 -1.46733209e-01 -1.45111814e-01 -6.97639259e-03
  2.63528880e-02  1.97526455e-01 -2.89572686e-01  1.14182066e-02
  5.36166281e-02  9.13282856e-02 -2.61498362e-01 -6.28146231e-02
 -2.28397757e-01 -2.22714186e-01  1.38240270e-02  4.53037083e-01
 -5.29429078e-01  2.71070242e-01  7.87005872e-02 -1.78060740e-01
  3.59519988e-01 -6.35853410e-02  8.73956308e-02  1.39902174e-01
  3.59097749e-01 -3.48156750e-01 -3.10739964e-01  1.24339782e-01
 -3.12188804e-01 -3.78305972e-01  1.48291606e-02  2.04454884e-01
 -2.13470519e-01 -1.54373497e-01 -1.15152963e-01  2.30948076e-01
  1.92462683e-01  1.48422942e-01  5.02504520e-02  1.70087054e-01
 -3.22998874e-02  4.32592630e-01  2.26651385e-01  1.03840292e-01
  1.64044753e-01 -3.18631053e-01  8.32320973e-02  2.27553770e-01
 -1.22802481e-01  4.40964788e-01 -2.92703360e-02 -2.24254265e-01
 -1.86380029e-01 -3.92593890e-01  5.70631064e-02  3.05142313e-01
  3.16320173e-02 -4.12296325e-01 -6.18770458e-02 -4.35003161e-01
 -1.33147970e-01 -1.23029657e-01  1.69655666e-01 -4.86906692e-02
  9.27552506e-02 -5.50085187e-01  1.61558896e-01 -1.43794641e-01
  9.39716175e-02  3.16383064e-01  4.91938949e-01 -4.01307717e-02
 -1.49727300e-01  1.05270989e-01 -2.85369694e-01 -4.97226119e-02
  8.17104802e-02 -2.68999279e-01 -7.20840320e-02 -1.97329298e-02
 -1.56530634e-01  1.88957825e-01 -2.48986363e-01 -1.29222393e-01
 -9.49018374e-02 -9.30597559e-02 -1.51934996e-02 -2.07709759e-01
  1.65226489e-01  5.19198831e-03 -1.31989047e-01 -1.32504016e-01
 -3.42987239e-01  1.21726640e-01 -1.58858299e-03 -4.56264568e-03
  8.44655856e-02 -4.70220782e-02 -1.67711359e-02 -9.40594450e-02
  7.25622028e-02  2.58297622e-01 -5.28280325e-02 -1.17511243e-01
  1.54268593e-01  2.01466918e-01  8.88073742e-02  2.65919678e-02
  1.99129179e-01  2.28693262e-01 -2.28354961e-01  5.23279374e-03
 -2.96518449e-02  2.74690203e-02  3.85413878e-02 -4.25431788e-01
  1.63528323e-01  2.18890816e-01 -3.10759604e-01 -1.13460356e-02
  1.28414825e-01 -3.79361868e-01 -1.78732052e-01  3.15548062e-01
 -4.23573077e-01  2.07044020e-01  4.24079448e-02 -4.73972270e-03
  1.06372923e-01  1.43276989e-01 -2.29413249e-02  1.86188459e-01
  2.00767308e-01  1.61388695e-01 -6.11162856e-02  2.49732882e-01
  2.00280771e-01  9.19982195e-02 -3.77629660e-02  2.71612648e-02
 -7.16855600e-02 -3.42440605e-01  3.77310902e-01  1.10482518e-03
 -1.36861235e-01 -9.35753211e-02  1.60723686e-01 -6.44946843e-02]"
9.79116E+12,239,327.856,43,4,0,16200,9.28,192,2,"[-1.60625614e-02 -3.18203643e-02  4.19233739e-03  6.00661226e-02
 -6.83596507e-02 -7.60212913e-02 -2.20855102e-02 -1.28288597e-01
 -3.23169231e-02 -7.73646459e-02 -4.95313928e-02 -3.39733772e-02
 -7.94987082e-02  7.03117177e-02  6.25121370e-02 -2.75237281e-02
  8.40106085e-02  1.10595539e-01 -3.92764993e-02 -5.28555773e-02
  6.28785565e-02  2.15627532e-03 -1.70756585e-03 -2.85094902e-02
 -8.73775780e-03  3.80057916e-02 -2.06358936e-02  4.71411981e-02
 -3.25224847e-02  2.74403766e-03 -3.88618521e-02 -2.08119638e-02
  6.72697201e-02 -8.48285034e-02  1.18392939e-02 -2.42917817e-02
 -7.27137597e-03 -1.35580115e-02 -6.08181171e-02 -6.12694286e-02
  4.24346402e-02 -5.57325594e-02  7.54460413e-03 -3.02305538e-02
 -2.08570361e-02 -1.60578627e-03 -4.44473177e-02 -3.14676687e-02
  3.66005152e-02  2.74677575e-02 -9.34178680e-02  1.16977669e-01
 -1.00407124e-01  6.25850186e-02 -9.18508396e-02  8.10492877e-03
  9.42243040e-02 -6.35361224e-02 -3.80409695e-02  7.40264729e-02
 -4.96482737e-02  2.01573372e-02  8.13795701e-02  1.35723501e-01
  1.72584709e-02  1.92300268e-02 -6.51858002e-02  7.80999288e-02
 -1.25322580e-01  2.83903070e-02  2.95694489e-02  2.72598602e-02
  4.07097191e-02  3.11015975e-02  4.90744375e-02 -7.39140064e-02
  5.65862283e-02 -2.92545045e-03 -6.32549748e-02 -9.06636640e-02
  5.28814085e-02 -1.04790822e-01 -4.34903204e-02  1.83774494e-02
  1.18770357e-02  1.24640293e-01  7.43137076e-02 -1.29742950e-01
  4.08167066e-03  1.73056927e-02 -3.89931761e-02  1.98772606e-02
  3.03951427e-02  8.35105330e-02  4.30743955e-02  6.12474792e-03
  4.75045443e-02 -3.41563560e-02  2.87351180e-02  1.17672235e-01
  6.19242601e-02 -1.01320567e-02 -1.81651507e-02  4.62827133e-03
 -6.47896230e-02 -6.34308085e-02 -1.70473568e-02  2.67219320e-02
 -4.00526822e-02  5.11531942e-02  6.27422333e-02  1.35471039e-02
 -3.10418736e-02 -3.36981975e-02  2.93933209e-02 -3.67900208e-02
  4.46956344e-02 -3.07724345e-02  1.45254442e-02 -1.12636853e-02
  9.92529653e-03  8.74084048e-03 -3.85252833e-02 -2.12750304e-02
  1.04438805e-04  1.18141947e-02  2.11775699e-03 -1.14299497e-02
 -2.44043693e-02  4.56623267e-03  3.58068501e-03  7.77977854e-02
 -2.00293809e-02 -2.53381953e-02  3.60331163e-02 -4.83478643e-02
 -1.03479043e-01 -6.43057004e-02  9.11956711e-04  4.27394360e-02
  9.07230899e-02  4.57979217e-02  5.50683122e-04  2.24956144e-02
  2.52371822e-02 -7.48286247e-02  3.10901701e-02  2.37861052e-02
  4.66155782e-02 -2.30311397e-02  7.34777823e-02 -2.02223733e-02
  8.99653230e-03  4.25113179e-02 -9.56690386e-02  7.25469291e-02
  7.21935108e-02 -1.12756230e-01  2.52306964e-02  5.31004183e-02
  7.35252276e-02  5.39108552e-02  6.11705370e-02 -3.66135407e-03
 -8.12449753e-02 -2.20665392e-02 -2.34367736e-02 -1.29021943e-01
  3.49194184e-02 -1.05995778e-02 -3.80056649e-02 -4.18684930e-02
 -4.58758175e-02  3.47822462e-03  6.26201183e-03  1.16797285e-02
 -1.24031329e-03 -3.52342352e-02  4.79368381e-02 -1.32117286e-01
 -5.99550046e-02  6.63664863e-02  9.29241441e-03 -9.86085683e-02
 -4.17244285e-02 -4.16948088e-02 -1.54874474e-02  1.37760058e-01
  5.79790175e-02  3.57883982e-02  5.98199107e-02 -1.86610054e-02
 -8.16712007e-02  4.37412225e-03 -3.52367871e-02  6.15499206e-02
 -9.49727297e-02  2.95434915e-03  3.79032306e-02  7.14083537e-02]","[ 1.11497588e-01 -4.69458699e-02 -2.94633303e-03  4.06624004e-02
  1.34203330e-01 -1.03684671e-01 -8.52954462e-02  3.46285701e-01
 -1.34794518e-01  1.55696407e-01 -1.47518694e-01 -1.52794987e-01
  1.23224892e-02  1.56871229e-01  2.28553675e-02 -2.01975200e-02
 -1.06119305e-01 -6.45570010e-02  5.92808276e-02 -3.22961032e-01
  1.00765042e-01 -1.06576100e-01 -2.78895199e-02 -6.89899027e-02
 -1.67143845e-03 -1.62584275e-01  4.55897301e-02 -1.98441803e-01
 -2.54116505e-01 -2.38834396e-02  5.91885373e-02 -6.46989979e-03
  1.09824806e-01 -5.16468994e-02  5.91486357e-02  9.56114531e-02
  2.91182160e-01 -6.43288568e-02 -7.13957846e-02 -1.21565051e-01
 -6.74626678e-02 -8.96239430e-02 -9.82028712e-03  2.23333567e-01
  2.74336010e-01 -4.78519984e-02 -5.65505438e-02 -3.66993695e-02
  1.16295606e-01  9.46764648e-02  6.14464097e-02  5.49120791e-02
 -1.28719926e-01 -1.22423820e-01 -9.30199400e-02 -2.89082732e-02
  3.11620925e-02 -6.15936778e-02 -1.35307953e-01  2.51703635e-02
 -1.07523063e-02  1.33575752e-01 -6.11396171e-02  8.67380798e-02
 -1.90742552e-01  1.85165465e-01  1.97575223e-02  3.31493020e-01
 -2.88406760e-01  1.78236425e-01  9.62552949e-05 -2.11873334e-02
  2.49438182e-01 -5.91549417e-03  5.46125658e-02  4.81270477e-02
  1.64188683e-01 -1.92539185e-01 -2.85573453e-01  3.64882797e-02
 -2.60001421e-02 -4.06364053e-02 -9.94385108e-02  9.21431929e-02
 -1.28834844e-01 -5.73487952e-02 -9.92896780e-03  2.60142267e-01
  4.05686945e-02 -5.93962260e-02 -1.37410695e-02  1.35463625e-01
  7.90229663e-02  1.73412949e-01  2.85656691e-01  1.88983142e-01
  1.34068891e-01 -1.18487954e-01  1.18649110e-01  1.15326799e-01
 -2.13511929e-01  2.75752038e-01  1.85064360e-01 -1.39027655e-01
 -2.33029500e-01 -2.10159868e-01  3.86384837e-02  1.49806321e-01
  4.24161255e-02 -2.10277975e-01 -2.02042665e-05 -2.63589174e-01
 -1.18039340e-01 -1.34124048e-02  1.03736013e-01 -7.06136413e-03
  3.76071259e-02 -3.30099404e-01  8.02204013e-02 -1.60653472e-01
 -7.78520107e-02  2.39936665e-01  1.79870009e-01 -1.06807828e-01
 -5.90847470e-02  2.16273606e-01 -3.99827361e-02 -9.64307487e-02
 -1.76905319e-02 -4.63780463e-02  7.19698966e-02 -4.10253815e-02
 -7.28016943e-02 -1.16504699e-01 -1.18665248e-01  8.14036727e-02
 -1.21235237e-01 -1.94905207e-01 -7.10335597e-02 -2.44312599e-01
  1.96252346e-01 -1.10370845e-01 -1.72754213e-01 -8.97278711e-02
 -1.09095231e-01 -5.83921075e-02 -1.41886473e-01  1.95516109e-01
 -3.88945788e-02 -4.27671820e-02 -4.88801347e-03 -1.94855303e-01
  1.28023969e-02  5.25140092e-02 -1.17525853e-01  1.61903754e-01
  9.92067456e-02  1.34514034e-01 -6.82441518e-02  3.47602554e-02
  4.31548096e-02  6.73707798e-02 -8.93495381e-02 -3.58761698e-02
  5.39449006e-02 -1.94479432e-02  9.56925601e-02 -1.76911056e-01
 -2.23562913e-03  1.52300283e-01 -1.71348557e-01  5.53823970e-02
  2.50921883e-02 -1.08947046e-01  1.57077506e-01  1.41168892e-01
 -1.80992603e-01  6.58130497e-02  4.00971621e-02  6.23729154e-02
 -5.97704574e-02  2.79728267e-02  1.07137166e-01  5.24142571e-02
  1.05792724e-01  8.96770880e-02 -1.34148046e-01  1.23719305e-01
  2.63654292e-01  1.07919239e-01  1.16821796e-01 -6.63212240e-02
 -9.35965916e-04 -2.38934219e-01  1.02581838e-02  1.16082616e-01
  9.50883478e-02 -1.05818838e-01 -7.42887557e-02 -5.15487827e-02]"
